#(id,from,to,speed,planTime)
(29878, 63, 61, 6, 43)
(29879, 20, 50, 4, 67)
(29880, 19, 3, 8, 37)
(29881, 1, 96, 8, 3)
(29882, 94, 26, 4, 64)
(29883, 1, 37, 8, 97)
(29884, 98, 23, 6, 84)
(29885, 49, 48, 4, 23)
(29886, 2, 98, 6, 79)
(29887, 36, 50, 6, 5)
(29888, 60, 15, 6, 12)
(29889, 98, 23, 8, 4)
(29890, 82, 96, 4, 15)
(29891, 97, 90, 8, 53)
(29892, 51, 83, 6, 13)
(29893, 90, 87, 6, 2)
(29894, 96, 57, 8, 77)
(29895, 94, 4, 6, 66)
(29896, 88, 5, 6, 38)
(29897, 58, 89, 4, 41)
(29898, 74, 24, 6, 79)
(29899, 30, 61, 4, 28)
(29900, 76, 9, 4, 97)
(29901, 1, 9, 8, 87)
(29902, 49, 59, 4, 94)
(29903, 99, 42, 4, 28)
(29904, 74, 96, 4, 42)
(29905, 89, 29, 8, 16)
(29906, 33, 81, 4, 57)
(29907, 18, 4, 8, 40)
(29908, 67, 37, 4, 60)
(29909, 43, 6, 6, 1)
(29910, 9, 32, 8, 100)
(29911, 52, 21, 4, 48)
(29912, 92, 14, 6, 27)
(29913, 41, 64, 4, 72)
(29914, 79, 98, 8, 21)
(29915, 76, 4, 8, 12)
(29916, 3, 86, 6, 9)
(29917, 34, 70, 8, 10)
(29918, 89, 33, 6, 14)
(29919, 26, 11, 4, 67)
(29920, 68, 58, 6, 34)
(29921, 22, 8, 8, 78)
(29922, 62, 75, 8, 84)
(29923, 53, 64, 4, 26)
(29924, 46, 55, 8, 46)
(29925, 64, 42, 8, 60)
(29926, 93, 50, 4, 2)
(29927, 32, 58, 4, 54)
(29928, 66, 19, 8, 56)
(29929, 6, 95, 8, 30)
(29930, 47, 73, 6, 37)
(29931, 87, 90, 4, 12)
(29932, 49, 39, 4, 22)
(29933, 65, 90, 8, 42)
(29934, 44, 80, 4, 27)
(29935, 90, 20, 4, 52)
(29936, 18, 26, 8, 86)
(29937, 25, 56, 6, 21)
(29938, 54, 90, 8, 53)
(29939, 99, 64, 4, 88)
(29940, 18, 79, 6, 72)
(29941, 5, 52, 6, 24)
(29942, 4, 59, 8, 3)
(29943, 57, 77, 8, 52)
(29944, 63, 32, 6, 53)
(29945, 27, 53, 4, 64)
(29946, 23, 80, 4, 30)
(29947, 99, 71, 8, 26)
(29948, 14, 20, 6, 6)
(29949, 27, 92, 6, 66)
(29950, 36, 17, 4, 26)
(29951, 71, 32, 4, 45)
(29952, 38, 62, 6, 88)
(29953, 75, 23, 8, 4)
(29954, 13, 53, 8, 66)
(29955, 99, 21, 6, 60)
(29956, 72, 91, 6, 51)
(29957, 49, 5, 8, 31)
(29958, 93, 46, 8, 39)
(29959, 41, 86, 6, 70)
(29960, 24, 56, 8, 39)
(29961, 24, 91, 8, 44)
(29962, 68, 58, 6, 21)
(29963, 98, 69, 6, 73)
(29964, 67, 75, 6, 74)
(29965, 95, 100, 8, 9)
(29966, 35, 19, 8, 20)
(29967, 40, 11, 4, 75)
(29968, 94, 8, 4, 18)
(29969, 43, 20, 6, 100)
(29970, 77, 39, 8, 26)
(29971, 59, 63, 8, 26)
(29972, 41, 3, 4, 56)
(29973, 89, 18, 4, 10)
(29974, 7, 76, 8, 47)
(29975, 48, 94, 6, 61)
(29976, 10, 37, 6, 61)
(29977, 26, 39, 6, 9)
(29978, 1, 86, 8, 56)
(29979, 3, 88, 8, 90)
(29980, 68, 63, 4, 97)
(29981, 17, 81, 4, 16)
(29982, 42, 69, 8, 34)
(29983, 56, 10, 4, 100)
(29984, 89, 53, 6, 69)
(29985, 56, 61, 8, 89)
(29986, 61, 97, 6, 43)
(29987, 64, 13, 4, 30)
(29988, 28, 13, 8, 66)
(29989, 50, 57, 4, 86)
(29990, 66, 99, 6, 77)
(29991, 25, 85, 4, 75)
(29992, 75, 79, 6, 13)
(29993, 23, 94, 4, 87)
(29994, 65, 10, 6, 50)
(29995, 13, 37, 6, 62)
(29996, 96, 46, 6, 38)
(29997, 18, 97, 8, 60)
(29998, 3, 86, 8, 37)
(29999, 58, 13, 4, 96)
(30000, 40, 62, 4, 39)
(30001, 65, 37, 4, 59)
(30002, 28, 52, 6, 11)
(30003, 22, 25, 6, 54)
(30004, 25, 99, 6, 74)
(30005, 3, 95, 8, 18)
(30006, 56, 43, 4, 20)
(30007, 82, 52, 6, 99)
(30008, 59, 77, 6, 13)
(30009, 54, 51, 4, 72)
(30010, 28, 10, 8, 78)
(30011, 70, 95, 4, 91)
(30012, 55, 94, 8, 70)
(30013, 65, 75, 6, 62)
(30014, 84, 74, 8, 12)
(30015, 7, 10, 4, 94)
(30016, 53, 4, 4, 63)
(30017, 19, 26, 4, 71)
(30018, 99, 37, 8, 96)
(30019, 22, 48, 8, 46)
(30020, 84, 94, 8, 19)
(30021, 39, 13, 8, 56)
(30022, 89, 11, 8, 86)
(30023, 73, 89, 4, 79)
(30024, 65, 94, 8, 73)
(30025, 57, 64, 4, 8)
(30026, 87, 56, 4, 3)
(30027, 58, 16, 4, 74)
(30028, 38, 69, 6, 57)
(30029, 97, 20, 4, 43)
(30030, 67, 76, 8, 55)
(30031, 18, 1, 4, 51)
(30032, 27, 73, 6, 2)
(30033, 88, 26, 8, 63)
(30034, 25, 99, 4, 9)
(30035, 93, 8, 8, 35)
(30036, 51, 32, 8, 84)
(30037, 49, 96, 4, 74)
(30038, 23, 7, 8, 22)
(30039, 42, 40, 6, 18)
(30040, 16, 49, 4, 84)
(30041, 78, 15, 8, 21)
(30042, 6, 7, 4, 95)
(30043, 6, 62, 4, 50)
(30044, 44, 47, 8, 34)
(30045, 21, 4, 4, 67)
(30046, 50, 2, 4, 59)
(30047, 5, 44, 6, 93)
(30048, 28, 29, 6, 31)
(30049, 49, 63, 8, 36)
(30050, 97, 57, 6, 37)
(30051, 6, 85, 8, 53)
(30052, 5, 92, 8, 80)
(30053, 54, 92, 4, 75)
(30054, 79, 30, 6, 96)
(30055, 89, 17, 6, 63)
(30056, 13, 34, 6, 64)
(30057, 70, 23, 6, 10)
(30058, 27, 100, 4, 45)
(30059, 19, 45, 8, 55)
(30060, 75, 87, 6, 64)
(30061, 40, 89, 6, 2)
(30062, 15, 4, 8, 5)
(30063, 8, 65, 4, 48)
(30064, 98, 7, 6, 30)
(30065, 73, 21, 4, 92)
(30066, 40, 15, 4, 53)
(30067, 71, 18, 4, 38)
(30068, 86, 6, 4, 21)
(30069, 43, 32, 8, 39)
(30070, 31, 36, 8, 15)
(30071, 60, 3, 4, 93)
(30072, 57, 4, 6, 98)
(30073, 44, 3, 8, 49)
(30074, 25, 82, 8, 5)
(30075, 63, 42, 6, 19)
(30076, 39, 67, 4, 66)
(30077, 79, 54, 4, 73)
(30078, 35, 4, 4, 23)
(30079, 80, 92, 8, 62)
(30080, 4, 26, 4, 82)
(30081, 10, 68, 8, 27)
(30082, 79, 34, 4, 23)
(30083, 76, 97, 6, 19)
(30084, 69, 72, 4, 48)
(30085, 39, 43, 4, 61)
(30086, 70, 38, 6, 17)
(30087, 21, 49, 4, 51)
(30088, 16, 93, 8, 40)
(30089, 73, 6, 4, 11)
(30090, 83, 49, 4, 96)
(30091, 21, 72, 8, 95)
(30092, 51, 35, 4, 36)
(30093, 39, 68, 4, 52)
(30094, 96, 23, 4, 55)
(30095, 96, 44, 6, 23)
(30096, 91, 100, 6, 76)
(30097, 14, 70, 8, 27)
(30098, 3, 30, 4, 20)
(30099, 42, 52, 6, 79)
(30100, 22, 53, 4, 13)
(30101, 8, 48, 8, 13)
(30102, 83, 42, 8, 48)
(30103, 74, 73, 4, 31)
(30104, 4, 66, 6, 79)
(30105, 100, 10, 4, 38)
(30106, 8, 49, 6, 1)
(30107, 59, 72, 6, 40)
(30108, 93, 92, 6, 39)
(30109, 59, 42, 6, 30)
(30110, 69, 26, 6, 24)
(30111, 85, 76, 8, 99)
(30112, 97, 24, 8, 87)
(30113, 27, 7, 6, 57)
(30114, 44, 59, 6, 44)
(30115, 82, 54, 8, 72)
(30116, 54, 9, 4, 86)
(30117, 47, 9, 4, 31)
(30118, 39, 62, 4, 46)
(30119, 17, 80, 8, 31)
(30120, 16, 94, 6, 34)
(30121, 36, 91, 4, 44)
(30122, 45, 24, 4, 94)
(30123, 34, 56, 8, 57)
(30124, 2, 96, 6, 41)
(30125, 53, 64, 4, 76)
(30126, 20, 82, 6, 29)
(30127, 10, 74, 6, 6)
(30128, 44, 38, 6, 85)
(30129, 60, 65, 4, 25)
(30130, 64, 60, 6, 54)
(30131, 38, 4, 8, 18)
(30132, 73, 43, 6, 23)
(30133, 73, 48, 8, 100)
(30134, 67, 75, 8, 60)
(30135, 76, 2, 4, 30)
(30136, 38, 47, 8, 34)
(30137, 90, 60, 8, 54)
(30138, 35, 75, 8, 90)
(30139, 57, 87, 8, 10)
(30140, 27, 47, 6, 85)
(30141, 53, 64, 4, 21)
(30142, 10, 19, 8, 56)
(30143, 21, 25, 8, 46)
(30144, 39, 88, 8, 24)
(30145, 41, 57, 6, 98)
(30146, 7, 91, 6, 75)
(30147, 83, 51, 8, 15)
(30148, 71, 13, 6, 78)
(30149, 32, 87, 6, 6)
(30150, 57, 59, 8, 99)
(30151, 4, 95, 4, 65)
(30152, 11, 41, 6, 87)
(30153, 31, 76, 4, 68)
(30154, 23, 85, 6, 40)
(30155, 13, 47, 4, 35)
(30156, 71, 72, 6, 93)
(30157, 86, 32, 6, 55)
(30158, 24, 50, 8, 54)
(30159, 22, 47, 4, 96)
(30160, 78, 66, 4, 79)
(30161, 19, 10, 4, 57)
(30162, 90, 58, 6, 18)
(30163, 52, 73, 8, 30)
(30164, 60, 64, 4, 33)
(30165, 21, 50, 4, 32)
(30166, 89, 62, 8, 10)
(30167, 41, 54, 8, 19)
(30168, 36, 46, 8, 8)
(30169, 71, 67, 4, 75)
(30170, 95, 76, 4, 43)
(30171, 21, 89, 6, 28)
(30172, 48, 93, 6, 45)
(30173, 88, 38, 8, 84)
(30174, 18, 41, 4, 79)
(30175, 50, 19, 6, 82)
(30176, 58, 20, 6, 3)
(30177, 92, 10, 8, 46)
(30178, 64, 6, 4, 81)
(30179, 28, 95, 4, 71)
(30180, 39, 84, 4, 27)
(30181, 27, 89, 6, 34)
(30182, 62, 46, 4, 59)
(30183, 15, 66, 4, 78)
(30184, 82, 3, 6, 30)
(30185, 99, 81, 6, 42)
(30186, 41, 37, 8, 57)
(30187, 3, 91, 4, 26)
(30188, 34, 92, 6, 52)
(30189, 54, 6, 4, 8)
(30190, 49, 21, 4, 13)
(30191, 74, 7, 6, 95)
(30192, 32, 7, 6, 95)
(30193, 18, 87, 6, 32)
(30194, 74, 69, 6, 43)
(30195, 87, 88, 4, 9)
(30196, 10, 27, 6, 4)
(30197, 19, 91, 6, 41)
(30198, 50, 56, 8, 29)
(30199, 5, 48, 6, 77)
(30200, 56, 45, 8, 68)
(30201, 75, 6, 4, 64)
(30202, 70, 56, 4, 27)
(30203, 48, 49, 6, 93)
(30204, 14, 38, 4, 9)
(30205, 68, 51, 6, 47)
(30206, 53, 84, 8, 65)
(30207, 81, 98, 8, 30)
(30208, 80, 15, 8, 55)
(30209, 90, 16, 4, 30)
(30210, 10, 2, 6, 20)
(30211, 9, 65, 6, 34)
(30212, 89, 29, 4, 88)
(30213, 86, 20, 4, 30)
(30214, 73, 78, 4, 46)
(30215, 21, 62, 6, 76)
(30216, 12, 61, 6, 44)
(30217, 76, 93, 8, 80)
(30218, 84, 33, 4, 35)
(30219, 9, 78, 4, 24)
(30220, 37, 77, 4, 50)
(30221, 68, 79, 8, 62)
(30222, 63, 20, 6, 94)
(30223, 44, 40, 6, 77)
(30224, 24, 39, 6, 34)
(30225, 47, 24, 8, 93)
(30226, 59, 10, 4, 14)
(30227, 34, 79, 4, 23)
(30228, 90, 39, 4, 20)
(30229, 82, 86, 8, 11)
(30230, 2, 76, 6, 67)
(30231, 78, 8, 6, 11)
(30232, 17, 15, 8, 68)
(30233, 26, 61, 8, 34)
(30234, 63, 68, 4, 40)
(30235, 25, 10, 8, 4)
(30236, 64, 82, 4, 20)
(30237, 93, 28, 6, 100)
(30238, 96, 72, 4, 11)
(30239, 14, 53, 4, 38)
(30240, 94, 35, 4, 87)
(30241, 92, 59, 6, 72)
(30242, 26, 70, 4, 11)
(30243, 38, 97, 8, 97)
(30244, 11, 63, 4, 43)
(30245, 34, 98, 6, 71)
(30246, 69, 18, 6, 70)
(30247, 3, 85, 8, 55)
(30248, 46, 69, 8, 62)
(30249, 62, 57, 4, 2)
(30250, 62, 71, 8, 49)
(30251, 89, 23, 6, 43)
(30252, 96, 31, 4, 95)
(30253, 55, 97, 8, 16)
(30254, 20, 82, 6, 58)
(30255, 68, 16, 8, 70)
(30256, 98, 17, 4, 97)
(30257, 77, 22, 4, 91)
(30258, 99, 63, 6, 81)
(30259, 45, 14, 8, 29)
(30260, 57, 31, 8, 46)
(30261, 7, 46, 4, 8)
(30262, 70, 98, 6, 41)
(30263, 83, 25, 8, 83)
(30264, 87, 89, 4, 7)
(30265, 73, 42, 6, 55)
(30266, 85, 29, 8, 13)
(30267, 55, 51, 4, 57)
(30268, 77, 85, 4, 58)
(30269, 25, 46, 4, 17)
(30270, 99, 83, 8, 69)
(30271, 82, 33, 8, 73)
(30272, 45, 83, 4, 73)
(30273, 71, 46, 6, 18)
(30274, 98, 58, 4, 15)
(30275, 71, 29, 8, 52)
(30276, 13, 42, 6, 88)
(30277, 97, 50, 8, 9)
(30278, 61, 10, 4, 51)
(30279, 74, 81, 4, 24)
(30280, 46, 61, 8, 15)
(30281, 24, 80, 4, 96)
(30282, 51, 86, 4, 51)
(30283, 13, 26, 6, 10)
(30284, 92, 62, 8, 80)
(30285, 62, 53, 8, 59)
(30286, 12, 56, 6, 82)
(30287, 63, 52, 4, 36)
(30288, 24, 39, 4, 88)
(30289, 99, 34, 6, 92)
(30290, 6, 63, 8, 97)
(30291, 37, 68, 8, 26)
(30292, 15, 84, 4, 42)
(30293, 66, 15, 4, 15)
(30294, 34, 12, 4, 54)
(30295, 71, 89, 8, 9)
(30296, 36, 39, 4, 53)
(30297, 25, 28, 6, 35)
(30298, 84, 2, 4, 89)
(30299, 11, 3, 6, 38)
(30300, 35, 34, 6, 54)
(30301, 48, 60, 8, 97)
(30302, 46, 28, 6, 88)
(30303, 6, 64, 6, 89)
(30304, 15, 94, 4, 7)
(30305, 80, 96, 6, 28)
(30306, 53, 25, 8, 91)
(30307, 27, 7, 8, 62)
(30308, 38, 36, 8, 13)
(30309, 54, 61, 6, 2)
(30310, 14, 53, 4, 82)
(30311, 71, 95, 8, 47)
(30312, 97, 12, 4, 59)
(30313, 57, 42, 6, 46)
(30314, 61, 79, 8, 6)
(30315, 39, 100, 4, 79)
(30316, 53, 97, 6, 64)
(30317, 92, 25, 4, 92)
(30318, 98, 19, 6, 45)
(30319, 66, 72, 6, 28)
(30320, 63, 33, 8, 22)
(30321, 37, 82, 8, 56)
(30322, 51, 93, 6, 53)
(30323, 95, 59, 6, 35)
(30324, 3, 76, 8, 8)
(30325, 47, 13, 8, 45)
(30326, 98, 5, 6, 46)
(30327, 28, 55, 6, 2)
(30328, 35, 21, 8, 71)
(30329, 96, 48, 8, 29)
(30330, 79, 88, 6, 58)
(30331, 19, 100, 6, 37)
(30332, 11, 54, 4, 67)
(30333, 49, 72, 8, 8)
(30334, 65, 78, 4, 36)
(30335, 49, 70, 4, 63)
(30336, 92, 26, 8, 96)
(30337, 44, 78, 4, 45)
(30338, 90, 55, 4, 67)
(30339, 100, 13, 8, 81)
(30340, 91, 34, 8, 94)
(30341, 84, 68, 4, 82)
(30342, 85, 11, 8, 88)
(30343, 62, 24, 8, 75)
(30344, 39, 35, 8, 56)
(30345, 59, 13, 8, 15)
(30346, 13, 48, 6, 19)
(30347, 43, 75, 4, 39)
(30348, 67, 88, 6, 96)
(30349, 90, 48, 6, 81)
(30350, 90, 29, 6, 38)
(30351, 43, 96, 8, 38)
(30352, 74, 42, 8, 3)
(30353, 42, 11, 6, 2)
(30354, 74, 65, 6, 24)
(30355, 93, 70, 4, 12)
(30356, 15, 12, 8, 79)
(30357, 72, 81, 8, 93)
(30358, 32, 87, 4, 34)
(30359, 6, 93, 6, 42)
(30360, 7, 76, 6, 34)
(30361, 14, 94, 6, 89)
(30362, 61, 42, 8, 1)
(30363, 38, 16, 4, 32)
(30364, 86, 40, 6, 32)
(30365, 95, 53, 6, 34)
(30366, 57, 42, 6, 52)
(30367, 11, 21, 6, 16)
(30368, 6, 78, 6, 11)
(30369, 92, 47, 6, 75)
(30370, 68, 38, 6, 93)
(30371, 31, 91, 4, 52)
(30372, 24, 77, 4, 76)
(30373, 90, 49, 6, 98)
(30374, 13, 94, 6, 27)
(30375, 49, 4, 8, 68)
(30376, 97, 80, 8, 61)
(30377, 41, 93, 8, 85)
(30378, 93, 92, 6, 9)
(30379, 57, 7, 8, 28)
(30380, 8, 96, 8, 63)
(30381, 74, 14, 6, 50)
(30382, 44, 34, 6, 84)
(30383, 30, 72, 4, 35)
(30384, 72, 71, 4, 92)
(30385, 34, 61, 8, 90)
(30386, 50, 86, 4, 100)
(30387, 6, 21, 6, 87)
(30388, 30, 100, 8, 94)
(30389, 71, 43, 8, 53)
(30390, 73, 87, 4, 32)
(30391, 17, 66, 6, 88)
(30392, 2, 53, 4, 16)
(30393, 18, 49, 8, 68)
(30394, 32, 82, 6, 12)
(30395, 75, 84, 6, 22)
(30396, 40, 78, 8, 70)
(30397, 31, 82, 6, 62)
(30398, 81, 72, 8, 2)
(30399, 56, 50, 4, 2)
(30400, 57, 75, 4, 80)
(30401, 88, 68, 6, 82)
(30402, 92, 6, 8, 14)
(30403, 27, 5, 8, 45)
(30404, 67, 4, 8, 43)
(30405, 46, 88, 6, 35)
(30406, 20, 24, 4, 53)
(30407, 39, 31, 6, 54)
(30408, 5, 56, 6, 50)
(30409, 3, 46, 8, 18)
(30410, 17, 61, 8, 60)
(30411, 73, 53, 6, 24)
(30412, 62, 8, 8, 34)
(30413, 31, 9, 6, 98)
(30414, 27, 11, 6, 8)
(30415, 6, 7, 6, 91)
(30416, 9, 91, 6, 26)
(30417, 29, 75, 8, 82)
(30418, 54, 13, 6, 70)
(30419, 66, 73, 8, 88)
(30420, 42, 55, 8, 66)
(30421, 62, 49, 4, 24)
(30422, 42, 67, 4, 65)
(30423, 91, 71, 8, 96)
(30424, 59, 57, 4, 57)
(30425, 77, 67, 8, 31)
(30426, 76, 53, 6, 5)
(30427, 57, 18, 6, 86)
(30428, 13, 57, 4, 91)
(30429, 8, 61, 4, 3)
(30430, 11, 2, 4, 90)
(30431, 49, 76, 8, 7)
(30432, 47, 76, 6, 43)
(30433, 33, 84, 4, 54)
(30434, 10, 77, 8, 70)
(30435, 56, 10, 4, 61)
(30436, 55, 42, 6, 52)
(30437, 94, 77, 8, 31)
(30438, 51, 60, 6, 35)
(30439, 39, 27, 4, 10)
(30440, 48, 52, 6, 73)
(30441, 26, 76, 6, 15)
(30442, 45, 1, 6, 92)
(30443, 76, 11, 8, 1)
(30444, 67, 80, 8, 97)
(30445, 19, 72, 6, 54)
(30446, 17, 26, 4, 62)
(30447, 14, 93, 6, 21)
(30448, 93, 81, 6, 28)
(30449, 99, 49, 6, 91)
(30450, 22, 62, 4, 1)
(30451, 34, 2, 8, 52)
(30452, 14, 44, 8, 60)
(30453, 31, 50, 8, 87)
(30454, 84, 53, 6, 36)
(30455, 34, 41, 6, 68)
(30456, 74, 21, 4, 28)
(30457, 79, 83, 4, 95)
(30458, 61, 15, 8, 26)
(30459, 76, 99, 6, 32)
(30460, 6, 100, 8, 44)
(30461, 83, 22, 8, 86)
(30462, 45, 7, 4, 21)
(30463, 15, 14, 6, 79)
(30464, 63, 51, 6, 33)
(30465, 46, 45, 6, 67)
(30466, 30, 88, 4, 12)
(30467, 62, 29, 8, 41)
(30468, 42, 80, 6, 89)
(30469, 88, 49, 4, 91)
(30470, 63, 64, 6, 83)
(30471, 98, 33, 6, 44)
(30472, 75, 63, 8, 31)
(30473, 55, 24, 6, 13)
(30474, 61, 2, 4, 81)
(30475, 67, 58, 4, 63)
(30476, 51, 38, 6, 96)
(30477, 24, 41, 6, 75)
(30478, 42, 100, 6, 93)
(30479, 13, 18, 4, 18)
(30480, 44, 13, 8, 97)
(30481, 83, 26, 6, 61)
(30482, 50, 20, 6, 68)
(30483, 63, 34, 8, 99)
(30484, 54, 76, 4, 73)
(30485, 19, 61, 8, 100)
(30486, 99, 42, 4, 35)
(30487, 77, 4, 8, 75)
(30488, 53, 6, 8, 1)
(30489, 42, 68, 4, 9)
(30490, 43, 69, 4, 97)
(30491, 97, 53, 8, 91)
(30492, 36, 75, 8, 59)
(30493, 87, 36, 6, 22)
(30494, 74, 1, 4, 66)
(30495, 84, 16, 6, 60)
(30496, 72, 6, 8, 14)
(30497, 17, 60, 4, 42)
(30498, 17, 42, 8, 76)
(30499, 87, 84, 4, 16)
(30500, 61, 43, 8, 70)
(30501, 90, 84, 6, 9)
(30502, 96, 33, 4, 16)
(30503, 34, 55, 4, 46)
(30504, 87, 20, 6, 84)
(30505, 19, 94, 8, 4)
(30506, 6, 20, 6, 77)
(30507, 71, 93, 8, 49)
(30508, 50, 19, 4, 76)
(30509, 43, 4, 8, 43)
(30510, 19, 22, 8, 34)
(30511, 4, 61, 4, 23)
(30512, 77, 63, 8, 59)
(30513, 18, 38, 4, 53)
(30514, 77, 97, 4, 12)
(30515, 63, 77, 4, 87)
(30516, 79, 90, 8, 74)
(30517, 12, 16, 8, 79)
(30518, 89, 56, 8, 44)
(30519, 96, 53, 4, 8)
(30520, 17, 1, 8, 16)
(30521, 77, 29, 8, 30)
(30522, 41, 36, 6, 73)
(30523, 42, 25, 6, 40)
(30524, 53, 74, 4, 29)
(30525, 25, 34, 6, 29)
(30526, 5, 39, 8, 77)
(30527, 79, 45, 6, 96)
(30528, 99, 4, 6, 82)
(30529, 48, 79, 8, 78)
(30530, 14, 8, 8, 76)
(30531, 92, 50, 4, 18)
(30532, 18, 81, 8, 39)
(30533, 9, 86, 4, 92)
(30534, 15, 29, 8, 12)
(30535, 11, 97, 4, 77)
(30536, 4, 24, 8, 58)
(30537, 9, 84, 8, 74)
(30538, 28, 44, 4, 37)
(30539, 20, 1, 6, 50)
(30540, 52, 2, 4, 28)
(30541, 18, 8, 8, 70)
(30542, 39, 63, 6, 24)
(30543, 53, 4, 4, 99)
(30544, 81, 13, 4, 54)
(30545, 5, 52, 6, 20)
(30546, 83, 45, 6, 78)
(30547, 16, 23, 8, 79)
(30548, 82, 72, 4, 94)
(30549, 65, 74, 4, 93)
(30550, 54, 38, 8, 94)
(30551, 90, 7, 6, 69)
(30552, 33, 93, 4, 87)
(30553, 50, 30, 8, 7)
(30554, 70, 11, 8, 4)
(30555, 20, 60, 6, 60)
(30556, 63, 64, 4, 31)
(30557, 74, 40, 6, 1)
(30558, 73, 83, 8, 48)
(30559, 27, 65, 8, 81)
(30560, 13, 64, 4, 58)
(30561, 67, 95, 8, 33)
(30562, 94, 83, 4, 31)
(30563, 89, 34, 8, 69)
(30564, 24, 31, 8, 10)
(30565, 83, 37, 4, 38)
(30566, 39, 63, 4, 58)
(30567, 97, 8, 4, 24)
(30568, 98, 15, 4, 23)
(30569, 28, 76, 6, 99)
(30570, 53, 42, 4, 74)
(30571, 11, 9, 6, 26)
(30572, 72, 51, 8, 98)
(30573, 63, 39, 6, 36)
(30574, 59, 74, 6, 30)
(30575, 2, 64, 8, 91)
(30576, 11, 12, 4, 59)
(30577, 69, 8, 8, 73)
(30578, 87, 9, 6, 30)
(30579, 21, 69, 4, 93)
(30580, 9, 63, 4, 88)
(30581, 69, 82, 6, 27)
(30582, 57, 78, 6, 65)
(30583, 71, 67, 6, 28)
(30584, 77, 21, 6, 47)
(30585, 61, 84, 4, 80)
(30586, 11, 2, 8, 89)
(30587, 14, 62, 8, 28)
(30588, 35, 72, 4, 2)
(30589, 51, 99, 6, 96)
(30590, 70, 22, 6, 21)
(30591, 59, 85, 4, 90)
(30592, 78, 94, 6, 94)
(30593, 44, 31, 6, 18)
(30594, 65, 7, 4, 83)
(30595, 23, 66, 4, 33)
(30596, 75, 25, 6, 2)
(30597, 79, 71, 8, 96)
(30598, 52, 33, 8, 88)
(30599, 41, 43, 8, 60)
(30600, 3, 43, 4, 58)
(30601, 22, 96, 4, 57)
(30602, 19, 99, 6, 43)
(30603, 30, 87, 4, 97)
(30604, 53, 74, 6, 75)
(30605, 24, 18, 6, 79)
(30606, 68, 45, 4, 91)
(30607, 35, 39, 4, 96)
(30608, 47, 23, 6, 70)
(30609, 18, 33, 6, 19)
(30610, 85, 3, 6, 48)
(30611, 16, 56, 8, 18)
(30612, 5, 39, 4, 32)
(30613, 33, 21, 4, 1)
(30614, 34, 89, 6, 68)
(30615, 46, 94, 8, 93)
(30616, 59, 83, 8, 65)
(30617, 39, 83, 4, 69)
(30618, 22, 31, 4, 93)
(30619, 51, 44, 8, 73)
(30620, 85, 79, 4, 57)
(30621, 12, 44, 4, 38)
(30622, 31, 54, 4, 40)
(30623, 76, 86, 6, 18)
(30624, 29, 83, 6, 52)
(30625, 65, 2, 4, 21)
(30626, 15, 12, 6, 94)
(30627, 83, 63, 8, 72)
(30628, 53, 15, 8, 6)
(30629, 44, 3, 6, 31)
(30630, 3, 24, 6, 45)
(30631, 1, 38, 4, 30)
(30632, 90, 4, 4, 79)
(30633, 62, 11, 4, 10)
(30634, 9, 99, 8, 13)
(30635, 79, 35, 4, 39)
(30636, 75, 33, 4, 30)
(30637, 77, 61, 4, 93)
(30638, 31, 70, 4, 19)
(30639, 13, 63, 6, 89)
(30640, 77, 9, 4, 96)
(30641, 14, 46, 4, 15)
(30642, 36, 100, 6, 38)
(30643, 38, 82, 6, 30)
(30644, 66, 48, 4, 46)
(30645, 20, 38, 6, 62)
(30646, 14, 19, 8, 74)
(30647, 63, 27, 4, 18)
(30648, 57, 33, 6, 15)
(30649, 91, 20, 6, 38)
(30650, 42, 98, 8, 94)
(30651, 45, 95, 6, 89)
(30652, 85, 95, 8, 55)
(30653, 57, 63, 8, 84)
(30654, 49, 61, 6, 45)
(30655, 32, 97, 6, 100)
(30656, 99, 38, 8, 78)
(30657, 43, 19, 6, 27)
(30658, 37, 56, 8, 98)
(30659, 38, 20, 4, 98)
(30660, 4, 45, 8, 11)
(30661, 94, 65, 4, 58)
(30662, 43, 73, 8, 35)
(30663, 93, 84, 6, 22)
(30664, 30, 49, 8, 31)
(30665, 58, 41, 8, 40)
(30666, 3, 87, 6, 83)
(30667, 90, 85, 6, 81)
(30668, 75, 47, 6, 24)
(30669, 3, 99, 6, 59)
(30670, 47, 90, 8, 91)
(30671, 59, 34, 8, 41)
(30672, 37, 15, 4, 88)
(30673, 41, 16, 6, 77)
(30674, 26, 21, 4, 14)
(30675, 51, 62, 4, 27)
(30676, 25, 7, 8, 58)
(30677, 29, 58, 6, 85)
(30678, 44, 55, 4, 34)
(30679, 48, 34, 8, 23)
(30680, 38, 69, 6, 82)
(30681, 48, 5, 8, 90)
(30682, 72, 8, 6, 85)
(30683, 55, 62, 6, 13)
(30684, 54, 18, 4, 54)
(30685, 21, 82, 8, 54)
(30686, 53, 59, 4, 2)
(30687, 91, 48, 6, 63)
(30688, 85, 63, 4, 4)
(30689, 39, 92, 4, 18)
(30690, 63, 77, 4, 84)
(30691, 64, 7, 4, 6)
(30692, 80, 37, 4, 19)
(30693, 10, 41, 8, 35)
(30694, 22, 78, 4, 35)
(30695, 93, 4, 8, 33)
(30696, 30, 28, 8, 53)
(30697, 22, 20, 4, 66)
(30698, 18, 49, 6, 50)
(30699, 54, 15, 4, 68)
